Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2025-06-10 03:45:00+00:00,1440.5999755859375,1453.699951171875,1440.0999755859375,1449.0,1812395
2025-06-10 07:45:00+00:00,1437.300048828125,1443.5,1436.0,1440.5999755859375,4813565
2025-06-11 03:45:00+00:00,1460.800048828125,1468.199951171875,1443.300048828125,1445.0,1963209
2025-06-11 07:45:00+00:00,1448.199951171875,1462.0,1447.9000244140625,1460.9000244140625,3077243
2025-06-12 03:45:00+00:00,1450.5999755859375,1457.0,1445.0999755859375,1453.0,2935557
2025-06-12 07:45:00+00:00,1439.5,1451.5,1434.4000244140625,1450.5999755859375,5892270
2025-06-13 03:45:00+00:00,1429.800048828125,1435.5,1414.4000244140625,1424.0,6874977
2025-06-13 07:45:00+00:00,1427.5,1431.699951171875,1425.300048828125,1429.699951171875,2881408
2025-06-16 03:45:00+00:00,1438.199951171875,1442.199951171875,1425.199951171875,1426.5999755859375,3731580
2025-06-16 07:45:00+00:00,1436.9000244140625,1441.800048828125,1435.699951171875,1438.199951171875,3456845
2025-06-17 03:45:00+00:00,1434.699951171875,1446.0,1425.800048828125,1446.0,3029680
2025-06-17 07:45:00+00:00,1430.0,1436.0,1427.199951171875,1434.5,5065598
2025-06-18 03:45:00+00:00,1427.199951171875,1442.800048828125,1425.699951171875,1429.9000244140625,3729554
2025-06-18 07:45:00+00:00,1429.800048828125,1432.699951171875,1427.0,1427.300048828125,2950884
2025-06-19 03:45:00+00:00,1434.4000244140625,1439.5,1425.800048828125,1430.0,2580352
2025-06-19 07:45:00+00:00,1427.800048828125,1439.9000244140625,1427.300048828125,1434.5999755859375,6334675
2025-06-20 03:45:00+00:00,1451.699951171875,1458.9000244140625,1428.0999755859375,1431.199951171875,5232176
2025-06-20 07:45:00+00:00,1464.0,1469.199951171875,1451.5999755859375,1452.0,23756202
2025-06-23 03:45:00+00:00,1455.800048828125,1459.4000244140625,1442.0,1453.800048828125,2203394
2025-06-23 07:45:00+00:00,1456.0,1463.199951171875,1454.199951171875,1455.699951171875,2104464
