Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Datetime,,,,,
2025-06-10 03:45:00+00:00,1424.9000244140625,1439.9000244140625,1416.5,1439.9000244140625,4868084
2025-06-10 07:45:00+00:00,1421.9000244140625,1425.0,1420.199951171875,1424.9000244140625,4063182
2025-06-11 03:45:00+00:00,1431.199951171875,1434.5,1419.199951171875,1421.800048828125,3436991
2025-06-11 07:45:00+00:00,1432.0,1433.199951171875,1426.300048828125,1430.9000244140625,3699641
2025-06-12 03:45:00+00:00,1423.699951171875,1436.5,1423.4000244140625,1431.699951171875,2612033
2025-06-12 07:45:00+00:00,1425.199951171875,1427.699951171875,1420.300048828125,1423.800048828125,4301807
2025-06-13 03:45:00+00:00,1415.0,1416.9000244140625,1404.699951171875,1404.699951171875,2561360
2025-06-13 07:45:00+00:00,1417.699951171875,1421.4000244140625,1411.0999755859375,1415.0,3850577
2025-06-16 03:45:00+00:00,1423.199951171875,1426.699951171875,1414.199951171875,1418.0,1850681
2025-06-16 07:45:00+00:00,1426.9000244140625,1429.0,1421.5,1423.0999755859375,2710259
2025-06-17 03:45:00+00:00,1419.9000244140625,1429.800048828125,1419.0999755859375,1426.9000244140625,1976273
2025-06-17 07:45:00+00:00,1423.199951171875,1425.699951171875,1417.800048828125,1419.9000244140625,3698895
2025-06-18 03:45:00+00:00,1413.9000244140625,1432.0,1412.5,1418.199951171875,2161064
2025-06-18 07:45:00+00:00,1412.5999755859375,1415.0,1410.199951171875,1414.0,3619037
2025-06-19 03:45:00+00:00,1411.9000244140625,1414.699951171875,1404.800048828125,1408.800048828125,3350822
2025-06-19 07:45:00+00:00,1411.300048828125,1414.0,1408.0999755859375,1411.800048828125,2872997
2025-06-20 03:45:00+00:00,1431.5999755859375,1432.0,1410.5999755859375,1411.800048828125,2750934
2025-06-20 07:45:00+00:00,1427.0999755859375,1433.199951171875,1424.300048828125,1431.5999755859375,9655016
2025-06-23 03:45:00+00:00,1415.199951171875,1420.199951171875,1412.4000244140625,1417.699951171875,1563037
2025-06-23 07:45:00+00:00,1420.0999755859375,1423.0,1415.0,1415.199951171875,2421787
2025-06-24 03:45:00+00:00,1424.0,1435.5999755859375,1421.5999755859375,1427.800048828125,5385604
2025-06-24 07:45:00+00:00,1424.0,1425.5,1416.5999755859375,1424.0,5802780
2025-06-25 03:45:00+00:00,1422.0,1427.4000244140625,1416.5,1420.0999755859375,4444332
2025-06-25 07:45:00+00:00,1424.5,1428.9000244140625,1421.0,1421.9000244140625,3081648
2025-06-26 03:45:00+00:00,1433.699951171875,1441.9000244140625,1421.699951171875,1424.5999755859375,5403935
2025-06-26 07:45:00+00:00,1439.0999755859375,1447.5,1432.4000244140625,1433.699951171875,8194196
2025-06-27 03:45:00+00:00,1453.4000244140625,1454.699951171875,1438.9000244140625,1438.9000244140625,4109117
2025-06-27 07:45:00+00:00,1462.199951171875,1465.699951171875,1451.4000244140625,1453.4000244140625,17036050
2025-06-30 03:45:00+00:00,1449.699951171875,1461.9000244140625,1447.800048828125,1458.699951171875,2023286
2025-06-30 07:45:00+00:00,1445.0,1450.0999755859375,1442.300048828125,1449.699951171875,3193121
2025-07-01 03:45:00+00:00,1434.699951171875,1444.800048828125,1433.5,1443.0999755859375,3619473
2025-07-01 07:45:00+00:00,1431.699951171875,1438.0999755859375,1429.699951171875,1434.699951171875,4140771
2025-07-02 03:45:00+00:00,1426.5,1450.9000244140625,1426.4000244140625,1439.699951171875,4640272
2025-07-02 07:45:00+00:00,1427.800048828125,1429.699951171875,1422.5999755859375,1426.5,6274543
2025-07-03 03:45:00+00:00,1430.0,1446.0999755859375,1428.0,1435.4000244140625,2474442
2025-07-03 07:45:00+00:00,1425.9000244140625,1434.4000244140625,1424.0,1430.0,5380881
2025-07-04 03:45:00+00:00,1429.300048828125,1431.699951171875,1421.300048828125,1430.9000244140625,2311593
2025-07-04 07:45:00+00:00,1443.0,1444.4000244140625,1428.300048828125,1429.300048828125,2753739
2025-07-07 03:45:00+00:00,1432.699951171875,1440.9000244140625,1429.5999755859375,1438.0999755859375,2341204
2025-07-07 07:45:00+00:00,1435.9000244140625,1436.800048828125,1432.0,1432.699951171875,2076619
2025-07-08 03:45:00+00:00,1440.800048828125,1445.0,1430.300048828125,1434.0999755859375,1574747
2025-07-08 07:45:00+00:00,1442.0,1444.699951171875,1438.199951171875,1440.9000244140625,2850806
2025-07-09 03:45:00+00:00,1435.800048828125,1438.699951171875,1426.699951171875,1437.0,2311303
2025-07-09 07:45:00+00:00,1431.9000244140625,1436.0,1430.4000244140625,1435.5999755859375,4664993
2025-07-10 03:45:00+00:00,1425.9000244140625,1437.699951171875,1424.300048828125,1436.0,3028228
2025-07-10 07:45:00+00:00,1424.0999755859375,1428.199951171875,1422.0999755859375,1425.800048828125,3546378
2025-07-11 03:45:00+00:00,1420.0999755859375,1427.699951171875,1414.5999755859375,1423.5,3990446
2025-07-11 07:45:00+00:00,1420.699951171875,1423.699951171875,1419.4000244140625,1420.0999755859375,3167454
2025-07-14 03:45:00+00:00,1419.5999755859375,1424.5999755859375,1416.199951171875,1424.5999755859375,1724830
2025-07-14 07:45:00+00:00,1421.9000244140625,1424.0,1419.4000244140625,1419.5999755859375,3303684
2025-07-15 03:45:00+00:00,1426.300048828125,1428.5999755859375,1419.300048828125,1421.9000244140625,2110813
2025-07-15 07:45:00+00:00,1433.0,1433.800048828125,1425.0,1426.300048828125,3181395
2025-07-16 03:45:00+00:00,1426.9000244140625,1428.4000244140625,1419.4000244140625,1425.0999755859375,2794021
2025-07-16 07:45:00+00:00,1425.699951171875,1429.199951171875,1424.0999755859375,1426.800048828125,2854599
2025-07-17 03:45:00+00:00,1420.300048828125,1422.300048828125,1409.5999755859375,1422.300048828125,6995025
2025-07-17 07:45:00+00:00,1418.0,1421.0999755859375,1416.800048828125,1420.4000244140625,5931996
2025-07-18 03:45:00+00:00,1414.9000244140625,1422.800048828125,1408.5,1420.300048828125,3599841
2025-07-18 07:45:00+00:00,1425.800048828125,1428.9000244140625,1413.0999755859375,1414.5999755859375,4394098
2025-07-21 03:45:00+00:00,1460.5,1465.9000244140625,1437.0,1438.199951171875,4582283
2025-07-21 07:45:00+00:00,1465.800048828125,1467.699951171875,1459.300048828125,1460.4000244140625,2816717
2025-07-22 03:45:00+00:00,1475.5,1481.9000244140625,1471.300048828125,1472.300048828125,5303807
2025-07-22 07:45:00+00:00,1473.5999755859375,1476.800048828125,1470.0999755859375,1475.5,3625672
2025-07-23 03:45:00+00:00,1482.199951171875,1483.5,1472.5999755859375,1479.5,3886130
2025-07-23 07:45:00+00:00,1486.9000244140625,1490.0,1481.5,1482.199951171875,6765427
2025-07-24 03:45:00+00:00,1486.5999755859375,1488.300048828125,1481.199951171875,1486.9000244140625,2801364
2025-07-24 07:45:00+00:00,1480.0,1488.5,1478.0999755859375,1486.5,3139250
2025-07-25 03:45:00+00:00,1476.9000244140625,1493.800048828125,1473.9000244140625,1493.800048828125,5564377
2025-07-25 07:45:00+00:00,1477.0999755859375,1479.4000244140625,1473.800048828125,1476.9000244140625,2288378
2025-07-28 03:45:00+00:00,1483.9000244140625,1493.800048828125,1478.800048828125,1480.0,2986327
2025-07-28 07:45:00+00:00,1488.9000244140625,1490.0,1481.300048828125,1484.0,3075033
2025-07-29 03:45:00+00:00,1485.5999755859375,1486.4000244140625,1475.699951171875,1478.9000244140625,5245975
2025-07-29 07:45:00+00:00,1486.199951171875,1489.800048828125,1482.0999755859375,1485.5,3283495
2025-07-30 03:45:00+00:00,1483.5999755859375,1488.5,1477.5,1484.0,4045293
2025-07-30 07:45:00+00:00,1482.4000244140625,1486.9000244140625,1480.0999755859375,1483.9000244140625,2310674
2025-07-31 03:45:00+00:00,1491.0,1492.9000244140625,1464.300048828125,1476.5,6618385
2025-07-31 07:45:00+00:00,1484.5,1494.5,1478.199951171875,1491.0,5774304
2025-08-01 03:45:00+00:00,1473.4000244140625,1485.0,1471.300048828125,1478.0999755859375,1919954
2025-08-01 07:45:00+00:00,1470.0999755859375,1477.0,1470.0,1473.5,2496492
2025-08-04 03:45:00+00:00,1468.5,1478.800048828125,1465.0999755859375,1475.0,2132797
2025-08-04 07:45:00+00:00,1463.800048828125,1469.199951171875,1461.4000244140625,1468.4000244140625,3273949
2025-08-05 03:45:00+00:00,1443.5999755859375,1461.0999755859375,1443.0,1457.699951171875,10979202
2025-08-05 07:45:00+00:00,1445.0,1446.300048828125,1441.0,1443.5999755859375,3819396
2025-08-06 03:45:00+00:00,1445.699951171875,1453.9000244140625,1443.4000244140625,1444.300048828125,4348581
2025-08-06 07:45:00+00:00,1443.5999755859375,1447.699951171875,1441.5999755859375,1445.800048828125,3456253
2025-08-07 03:45:00+00:00,1434.199951171875,1446.0999755859375,1431.9000244140625,1444.800048828125,2824124
2025-08-07 07:45:00+00:00,1441.0,1442.9000244140625,1429.199951171875,1434.199951171875,3713973
2025-08-08 03:45:00+00:00,1437.5,1444.0,1434.5999755859375,1444.0,2791203
2025-08-08 07:45:00+00:00,1435.9000244140625,1439.9000244140625,1432.0,1437.5,1974610
2025-08-11 03:45:00+00:00,1424.5999755859375,1430.800048828125,1420.4000244140625,1426.4000244140625,3184992
2025-08-11 07:45:00+00:00,1436.5999755859375,1438.4000244140625,1424.0999755859375,1424.5999755859375,4077659
2025-08-12 03:45:00+00:00,1429.0999755859375,1433.800048828125,1421.5999755859375,1424.0,1685412
2025-08-12 07:45:00+00:00,1422.0,1429.0999755859375,1420.4000244140625,1429.0999755859375,2487243
2025-08-13 03:45:00+00:00,1423.4000244140625,1426.199951171875,1415.4000244140625,1425.0,4964815
