Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,
2025-06-10 03:45:00+00:00,1595.9000244140625,1607.5,1577.699951171875,1583.4000244140625,4394747
2025-06-10 07:45:00+00:00,1594.0,1599.9000244140625,1592.5999755859375,1595.5,3030460
2025-06-11 03:45:00+00:00,1623.699951171875,1625.5999755859375,1591.0,1592.699951171875,4651762
2025-06-11 07:45:00+00:00,1628.0,1634.5,1613.0999755859375,1623.5999755859375,5944485
2025-06-12 03:45:00+00:00,1623.0,1628.0,1598.199951171875,1608.699951171875,5120214
2025-06-12 07:45:00+00:00,1604.9000244140625,1623.5,1602.0,1623.0999755859375,5359068
2025-06-13 03:45:00+00:00,1602.9000244140625,1609.0,1570.4000244140625,1577.199951171875,3683504
2025-06-13 07:45:00+00:00,1605.0,1606.0,1596.4000244140625,1603.699951171875,3284356
2025-06-16 03:45:00+00:00,1629.5999755859375,1630.0,1600.0,1600.0,1818282
2025-06-16 07:45:00+00:00,1622.0999755859375,1634.4000244140625,1620.0,1629.5999755859375,3116167
2025-06-17 03:45:00+00:00,1640.0,1647.4000244140625,1615.5999755859375,1622.5999755859375,3962046
2025-06-17 07:45:00+00:00,1639.9000244140625,1646.5,1635.4000244140625,1639.699951171875,2843311
2025-06-18 03:45:00+00:00,1631.9000244140625,1644.5999755859375,1623.0999755859375,1628.699951171875,3504107
2025-06-18 07:45:00+00:00,1631.0,1634.4000244140625,1628.0,1631.9000244140625,2125379
2025-06-19 03:45:00+00:00,1621.699951171875,1628.800048828125,1611.699951171875,1616.5999755859375,2592760
2025-06-19 07:45:00+00:00,1617.0,1625.5999755859375,1616.5,1621.699951171875,2554824
2025-06-20 03:45:00+00:00,1618.5,1629.5,1609.0,1621.5999755859375,2142019
2025-06-20 07:45:00+00:00,1622.9000244140625,1626.0,1614.699951171875,1618.4000244140625,4028409
2025-06-23 03:45:00+00:00,1584.199951171875,1598.699951171875,1575.800048828125,1594.9000244140625,2222644
2025-06-23 07:45:00+00:00,1584.800048828125,1593.0,1581.699951171875,1584.4000244140625,3145934
2025-06-24 03:45:00+00:00,1595.4000244140625,1605.0,1585.5,1603.0,2424589
2025-06-24 07:45:00+00:00,1581.5999755859375,1598.199951171875,1577.4000244140625,1595.300048828125,4131186
2025-06-25 03:45:00+00:00,1617.699951171875,1617.9000244140625,1585.0999755859375,1591.5,2766418
2025-06-25 07:45:00+00:00,1614.9000244140625,1619.9000244140625,1610.4000244140625,1617.699951171875,2827160
2025-06-26 03:45:00+00:00,1611.199951171875,1620.0,1606.5999755859375,1611.9000244140625,3077352
2025-06-26 07:45:00+00:00,1616.0,1624.0,1609.0,1611.199951171875,3440701
2025-06-27 03:45:00+00:00,1612.800048828125,1628.699951171875,1612.199951171875,1619.9000244140625,1609150
2025-06-27 07:45:00+00:00,1608.0,1614.9000244140625,1602.5,1612.9000244140625,6379043
2025-06-30 03:45:00+00:00,1604.699951171875,1615.0,1594.0999755859375,1614.699951171875,2177861
2025-06-30 07:45:00+00:00,1601.800048828125,1607.9000244140625,1598.800048828125,1604.800048828125,2232823
2025-07-01 03:45:00+00:00,1606.300048828125,1617.300048828125,1601.0999755859375,1605.800048828125,1884012
2025-07-01 07:45:00+00:00,1606.800048828125,1609.5,1601.699951171875,1606.4000244140625,2294437
