Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2022-09-02,2988.247802734375,3019.367523290614,2978.6065856319183,3019.367523290614,2052900
2022-09-05,2991.112060546875,3005.001390950823,2970.9225762960905,2981.8048085205637,2147912
2022-09-06,2985.05029296875,2998.223679756344,2965.2903293144427,2993.1165307415126,1936453
2022-09-07,3006.575927734375,3018.3171950517053,2961.1373630487874,2961.1373630487874,1291534
2022-09-08,3025.715576171875,3038.93673860342,3016.599429694309,3026.0497758356655,1346113
2022-09-09,3071.536376953125,3086.6667214613854,3024.618372336601,3049.9150069797824,1561185
2022-09-12,3095.687255859375,3121.3180877823274,3078.552413841233,3092.775710066458,1785928
2022-09-13,3082.704345703125,3115.2557146911913,3078.551787280027,3115.2557146911913,1972678
2022-09-14,2978.7021484375,2998.748535783623,2972.401995104077,2992.6392538140913,5090269
2022-09-15,2963.381103515625,2995.264311385595,2959.228544433223,2987.866240024512,2138023
2022-09-16,2872.074462890625,2953.835224167203,2863.7695777260524,2936.3184070284456,5322221
2022-09-19,2891.26171875,2903.862257873531,2852.1235357872074,2898.1347189033663,2072220
2022-09-20,2902.23974609375,2940.089142752847,2892.4074234230934,2911.4992215975035,1544295
2022-09-21,2864.914794921875,2903.289257383955,2862.0032494883503,2890.49784758131,2253818
2022-09-22,2870.83349609375,2892.3595443801382,2844.0096604458486,2854.2237254948122,2017983
2022-09-23,2846.634521484375,2885.247631765159,2843.722976022633,2867.5877207022454,2652374
2022-09-26,2858.424072265625,2888.446112838209,2793.225764685872,2825.443175714858,2925489
2022-09-27,2880.427001953125,2887.6342016954604,2840.8593005770877,2872.7425073014188,2227447
2022-09-28,2897.80078125,2911.4514636406343,2844.6779457202183,2844.6779457202183,2739767
2022-09-29,2861.1923828125,2917.0836686334937,2854.2238298612006,2915.3175840789654,2493902
2022-09-30,2868.11328125,2882.575225772674,2816.1359050766923,2855.035445544165,2817353
2022-10-03,2849.402587890625,2883.5291709769167,2838.9498768848116,2858.9962613550806,1763331
2022-10-04,2950.780517578125,2957.3195517065715,2885.725308201732,2892.3596614890116,2145875
2022-10-06,2961.09033203125,2982.1390876312917,2952.0217272513214,2969.729417932442,1790816
2022-10-07,2925.721923828125,2964.0010646153405,2919.2309002104353,2956.7460895608137,1939879
2022-10-10,2976.9365234375,2985.0027618723366,2868.5427884318424,2873.3157381630103,3064063
2022-10-11,2930.161376953125,3002.1851359080347,2914.69706769696,2959.228591833039,4730645
2022-10-12,2959.94482421875,2968.679229148038,2923.0022393058384,2944.8144801016883,1665247
2022-10-13,2962.378662109375,2968.7743673510363,2913.742356946401,2959.9444114352814,2054781
2022-10-14,2958.417236328125,3006.9582266369353,2931.5456234927074,3002.185277070845,2245977
2022-10-17,2978.1328125,2994.0677753006244,2939.5632301876703,2940.7116559797037,1517005
2022-10-18,3009.668212890625,3019.861047766559,2994.2117787379298,3014.7406804495195,1793722
2022-10-19,2987.79931640625,3023.354019340432,2978.3721773306183,3023.354019340432,1194289
2022-10-20,3021.72705078125,3024.3110673034907,2971.6727417649804,2971.6727417649804,1587601
2022-10-21,3002.681396484375,3024.693787084486,2992.728061154217,3022.205570080616,1021913
