timestamp,ticker,type,entry_time,entry_price,sl,target,qty,exit_time,exit_price,pnl,mode,note
2025-09-03 10:11:37,TCS.NS,short,2025-09-03 10:10:00,3114.0,3141.0,3073.5,1,,,,paper,ENTRY
2025-09-03 10:48:39,INFY.NS,short,2025-09-03 10:45:00,1475.800048828125,1496.699951171875,1444.4501953125,2,,,,paper,ENTRY
2025-09-03 12:18:52,RELIANCE.NS,long,2025-09-03 12:15:00,1373.5999755859375,1361.0,1392.4999389648438,3,,,,paper,ENTRY
2025-09-04 10:28:52,INFY.NS,short,2025-09-04 10:25:00,1470.0999755859375,1483.800048828125,1449.5498657226562,3,,,,paper,ENTRY
2025-09-04 11:04:24,TCS.NS,short,2025-09-04 11:00:00,3100.5,3116.0,3077.25,3,,,,paper,ENTRY
2025-09-04 11:13:44,RELIANCE.NS,short,2025-09-04 11:10:00,1362.5999755859375,1373.5999755859375,1346.0999755859375,4,,,,paper,ENTRY
2025-09-05 10:16:51,INFY.NS,short,2025-09-05 10:15:00,1443.300048828125,1472.699951171875,1399.2001953125,1,,,,paper,ENTRY
2025-09-05 10:42:54,TCS.NS,short,2025-09-05 10:40:00,3051.89990234375,3101.39990234375,2977.64990234375,1,,,,paper,ENTRY
2025-09-05 11:01:26,RELIANCE.NS,short,2025-09-05 11:00:00,1361.5,1372.5999755859375,1344.8500366210938,4,,,,paper,ENTRY
2025-09-08 10:07:02,TCS.NS,short,2025-09-08 10:05:00,3039.800048828125,3064.89990234375,3002.1502685546875,1,,,,paper,ENTRY
2025-09-08 10:07:02,INFY.NS,short,2025-09-08 10:05:00,1442.199951171875,1457.800048828125,1418.7998046875,3,,,,paper,ENTRY
2025-09-08 12:41:38,RELIANCE.NS,long,2025-09-08 12:40:00,1382.0,1373.5999755859375,1394.6000366210938,5,,,,paper,ENTRY
2025-09-09 10:20:14,INFY.NS,long,2025-09-09 10:20:00,1490.5,1472.5,1517.5,2,,,,paper,ENTRY
2025-09-09 10:49:38,RELIANCE.NS,short,2025-09-09 10:45:00,1371.800048828125,1381.0,1358.0001220703125,5,,,,paper,ENTRY
2025-09-10 10:27:39,INFY.NS,long,2025-09-10 10:25:00,1530.5,1509.5999755859375,1561.8500366210938,2,,,,paper,ENTRY
2025-09-10 14:42:33,RELIANCE.NS,short,2025-09-10 14:40:00,1374.800048828125,1388.5,1354.2501220703125,3,,,,paper,ENTRY
2025-09-11 10:08:20,TCS.NS,short,2025-09-11 10:05:00,3114.89990234375,3136.300048828125,3082.7996826171875,2,,,,paper,ENTRY
2025-09-11 10:08:20,INFY.NS,short,2025-09-11 10:05:00,1511.4000244140625,1525.0999755859375,1490.85009765625,3,,,,paper,ENTRY
2025-09-11 10:44:40,RELIANCE.NS,long,2025-09-11 10:40:00,1383.199951171875,1375.4000244140625,1394.8998413085938,6,,,,paper,ENTRY
2025-09-12 11:11:53,RELIANCE.NS,long,2025-09-12 11:10:00,1394.699951171875,1382.800048828125,1412.5498046875,4,,,,paper,ENTRY
2025-09-15 10:08:19,TCS.NS,short,2025-09-15 10:05:00,3110.800048828125,3127.0,3086.5001220703125,3,,,,paper,ENTRY
